participation,task,trial,stim1_name,stim2_name,stim3_name,choice,response_time,catch_trial_flag,token,survey_code
special-marmoset,set5,13,161,102,61,102,25.888,False,p1,9276.0
special-marmoset,set5,14,144,59,128,128,12.704,False,p1,9276.0
special-marmoset,set5,15,178,76,40,76,3.217,False,p1,9276.0
special-marmoset,set5,16,182,160,95,95,7.414,False,p1,9276.0
special-marmoset,set5,17,37,122,28,28,8.128,False,p1,9276.0
special-marmoset,set5,18,178,67,194,178,5.888,False,p1,9276.0
special-marmoset,set5,19,39,0,203,203,7.259,False,p1,9276.0
special-marmoset,set5,20,6,212,9,212,14.496,False,p1,9276.0
special-marmoset,set6,0,78,48,15,78,69.664,False,p1,9276.0
special-marmoset,set6,1,9,195,124,124,9.38,False,p1,9276.0
special-marmoset,set6,2,143,173,171,143,5.502,False,p1,9276.0
special-marmoset,set6,3,7,84,16,84,3.19,False,p1,9276.0
special-marmoset,set6,4,223,25,226,223,3.296,False,p1,9276.0
special-marmoset,set6,5,214,210,113,113,3.664,False,p1,9276.0
special-marmoset,set6,6,110,22,13,110,10.414,False,p1,9276.0
special-marmoset,set6,7,84,242,243,243,4.256,False,p1,9276.0
special-marmoset,set6,8,11,177,225,11,7.775,False,p1,9276.0
special-marmoset,set6,9,202,81,159,159,3.774,False,p1,9276.0
special-marmoset,set6,10,234,101,103,101,3.787,False,p1,9276.0
special-marmoset,set6,11,155,115,0,0,5.356,False,p1,9276.0
special-marmoset,set6,12,47,166,198,47,6.573,False,p1,9276.0
special-marmoset,set6,13,214,214,122,122,2.608,False,p1,9276.0
special-marmoset,set6,14,167,108,20,20,4.773,False,p1,9276.0
special-marmoset,set6,15,111,34,10,10,4.334,False,p1,9276.0
special-marmoset,set6,16,125,193,122,122,3.238,False,p1,9276.0
special-marmoset,set6,17,203,129,230,129,5.897,False,p1,9276.0
special-marmoset,set6,18,107,106,246,107,5.873,False,p1,9276.0
special-marmoset,set6,19,106,163,216,216,6.484,False,p1,9276.0
special-marmoset,set6,20,153,124,148,124,5.666,False,p1,9276.0
special-marmoset,set7,0,108,153,240,240,9.715,False,p1,9276.0
special-marmoset,set7,1,106,212,67,106,3.655,False,p1,9276.0
special-marmoset,set7,2,245,94,133,245,4.588,False,p1,9276.0
special-marmoset,set7,3,38,236,53,236,2.936,False,p1,9276.0
special-marmoset,set7,4,6,101,151,151,10.568,False,p1,9276.0
special-marmoset,set7,5,144,182,232,144,5.829,False,p1,9276.0
special-marmoset,set7,6,157,212,169,212,4.601,False,p1,9276.0
special-marmoset,set7,7,120,191,117,117,21.26,False,p1,9276.0
special-marmoset,set7,8,122,225,191,122,5.649,False,p1,9276.0
special-marmoset,set7,9,245,201,91,91,7.705,False,p1,9276.0
special-marmoset,set7,10,200,85,63,200,10.326,False,p1,9276.0
special-marmoset,set7,11,12,200,36,200,11.216,False,p1,9276.0
special-marmoset,set7,12,120,120,67,67,3.926,False,p1,9276.0
special-marmoset,set7,13,122,133,222,122,4.136,False,p1,9276.0
special-marmoset,set7,14,154,79,175,175,5.226,False,p1,9276.0
special-marmoset,set7,15,140,35,113,113,4.66,False,p1,9276.0
special-marmoset,set7,16,7,224,166,166,4.175,False,p1,9276.0
special-marmoset,set7,17,202,104,75,75,5.282,False,p1,9276.0
special-marmoset,set7,18,240,215,89,89,3.23,False,p1,9276.0
special-marmoset,set7,19,32,195,201,201,5.267,False,p1,9276.0
special-marmoset,set7,20,73,85,82,85,10.474,False,p1,9276.0
special-marmoset,set8,0,166,203,6,166,2.856,False,p1,9276.0
special-marmoset,set8,1,5,15,121,5,4.331,False,p1,9276.0
special-marmoset,set8,2,5,118,202,118,3.951,False,p1,9276.0
special-marmoset,set8,3,66,165,122,165,5.008,False,p1,9276.0
special-marmoset,set8,4,140,69,169,69,7.79,False,p1,9276.0
special-marmoset,set8,5,193,190,27,27,5.566,False,p1,9276.0
special-marmoset,set8,6,166,166,99,99,2.45,False,p1,9276.0
special-marmoset,set8,7,4,249,155,249,8.764,False,p1,9276.0
special-marmoset,set8,8,34,183,17,34,9.829,False,p1,9276.0
special-marmoset,set8,9,32,11,99,99,7.046,False,p1,9276.0
special-marmoset,set8,10,13,6,77,77,5.038,False,p1,9276.0
special-marmoset,set8,11,184,142,77,142,11.072,False,p1,9276.0
special-marmoset,set8,12,30,4,74,74,7.834,False,p1,9276.0
special-marmoset,set8,13,95,83,242,83,8.393,False,p1,9276.0
special-marmoset,set8,14,181,121,76,121,6.195,False,p1,9276.0
special-marmoset,set8,15,61,248,108,108,14.11,False,p1,9276.0
special-marmoset,set8,16,33,128,143,143,9.882,False,p1,9276.0
special-marmoset,set8,17,110,179,200,110,3.941,False,p1,9276.0
special-marmoset,set8,18,143,226,97,226,4.001,False,p1,9276.0
special-marmoset,set8,19,155,48,38,48,7.722,False,p1,9276.0
special-marmoset,set8,20,3,236,225,236,13.48,False,p1,9276.0
special-marmoset,set9,0,61,237,4,4,13.96,False,p1,9276.0
special-marmoset,set9,1,103,63,231,63,49.415,False,p1,9276.0
special-marmoset,set9,2,75,180,117,117,5.258,False,p1,9276.0
special-marmoset,set9,3,67,52,88,67,7.941,False,p1,9276.0
special-marmoset,set9,4,141,86,149,149,4.543,False,p1,9276.0
special-marmoset,set9,5,161,228,113,161,3.551,False,p1,9276.0
special-marmoset,set9,6,137,137,149,149,2.944,False,p1,9276.0
special-marmoset,set9,7,31,38,34,38,2.598,False,p1,9276.0
special-marmoset,set9,8,239,14,103,239,3.309,False,p1,9276.0
special-marmoset,set9,9,163,178,137,163,8.857,False,p1,9276.0
special-marmoset,set9,10,178,22,45,22,3.519,False,p1,9276.0
special-marmoset,set9,11,99,222,203,203,4.368,False,p1,9276.0
special-marmoset,set9,12,164,80,174,80,3.418,False,p1,9276.0
special-marmoset,set9,13,86,37,198,86,3.282,False,p1,9276.0
special-marmoset,set9,14,77,226,88,77,6.02,False,p1,9276.0
special-marmoset,set9,15,109,12,213,12,4.263,False,p1,9276.0
special-marmoset,set9,16,171,153,112,112,3.907,False,p1,9276.0
special-marmoset,set9,17,137,82,239,82,3.715,False,p1,9276.0
special-marmoset,set9,18,118,149,97,149,5.89,False,p1,9276.0
special-marmoset,set9,19,226,125,14,125,5.081,False,p1,9276.0
special-marmoset,set9,20,110,188,143,110,6.398,False,p1,9276.0
special-marmoset,set10,0,6,98,210,6,4.707,False,p1,9276.0
special-marmoset,set10,1,103,25,57,103,3.461,False,p1,9276.0
special-marmoset,set10,2,169,74,38,74,3.414,False,p1,9276.0
special-marmoset,set10,3,16,46,96,96,6.387,False,p1,9276.0
special-marmoset,set10,4,182,245,105,182,4.173,False,p1,9276.0
special-marmoset,set10,5,177,129,169,169,3.888,False,p1,9276.0
special-marmoset,set10,6,62,176,210,210,9.756,False,p1,9276.0
special-marmoset,set10,7,30,39,154,154,4.629,False,p1,9276.0
special-marmoset,set10,8,159,77,171,77,2.893,False,p1,9276.0
special-marmoset,set10,9,5,217,126,217,3.469,False,p1,9276.0
special-marmoset,set10,10,172,148,96,148,7.376,False,p1,9276.0
special-marmoset,set10,11,245,162,132,162,5.524,False,p1,9276.0
special-marmoset,set10,12,30,30,132,132,3.129,False,p1,9276.0
special-marmoset,set10,13,75,235,229,235,4.513,False,p1,9276.0
special-marmoset,set10,14,48,178,132,132,5.893,False,p1,9276.0
special-marmoset,set10,15,50,228,32,32,7.921,False,p1,9276.0
special-marmoset,set10,16,79,221,149,149,3.184,False,p1,9276.0
special-marmoset,set10,17,195,188,166,166,5.293,False,p1,9276.0
special-marmoset,set10,18,57,198,107,107,4.04,False,p1,9276.0
special-marmoset,set10,19,136,124,162,136,4.773,False,p1,9276.0
special-marmoset,set10,20,19,223,62,223,12.917,False,p1,9276.0
special-marmoset,set11,0,105,141,25,141,9.758,False,p1,9276.0
special-marmoset,set11,1,246,40,85,85,4.337,False,p1,9276.0
special-marmoset,set11,2,22,147,18,22,5.789,False,p1,9276.0
special-marmoset,set11,3,49,58,194,58,5.24,False,p1,9276.0
special-marmoset,set11,4,95,236,172,236,7.831,False,p1,9276.0
special-marmoset,set11,5,241,14,32,14,9.973,False,p1,9276.0
special-marmoset,set11,6,69,93,159,159,2.739,False,p1,9276.0
special-marmoset,set11,7,13,84,106,84,4.101,False,p1,9276.0
special-marmoset,set11,8,186,241,46,46,4.001,False,p1,9276.0
special-marmoset,set11,9,208,188,137,208,3.594,False,p1,9276.0
special-marmoset,set11,10,149,172,127,127,3.98,False,p1,9276.0
special-marmoset,set11,11,145,113,188,188,2.645,False,p1,9276.0
special-marmoset,set11,12,23,242,202,23,2.439,False,p1,9276.0
special-marmoset,set11,13,95,248,191,248,5.841,False,p1,9276.0
special-marmoset,set11,14,188,105,81,81,5.342,False,p1,9276.0
special-marmoset,set11,15,179,188,19,188,3.618,False,p1,9276.0
special-marmoset,set11,16,235,112,133,235,6.687,False,p1,9276.0
special-marmoset,set11,17,241,241,159,159,2.781,False,p1,9276.0
special-marmoset,set11,18,129,201,59,59,2.402,False,p1,9276.0
special-marmoset,set11,19,86,6,67,6,3.239,False,p1,9276.0
special-marmoset,set11,20,222,115,233,233,4.426,False,p1,9276.0
grateful-sloth,set1,0,230,239,59,230,6.054,False,p11,8553.0
grateful-sloth,set1,1,96,91,218,218,7.853,False,p11,8553.0
grateful-sloth,set1,2,35,203,89,35,7.746,False,p11,8553.0
grateful-sloth,set1,3,9,9,71,71,4.317,False,p11,8553.0
grateful-sloth,set1,4,5,134,115,134,8.045,False,p11,8553.0
grateful-sloth,set1,5,83,146,197,146,11.244,False,p11,8553.0
grateful-sloth,set1,6,49,212,122,122,4.077,False,p11,8553.0
grateful-sloth,set1,7,24,120,75,24,8.869,False,p11,8553.0
grateful-sloth,set1,8,82,24,211,211,6.767,False,p11,8553.0
grateful-sloth,set1,9,0,9,106,0,3.908,False,p11,8553.0
grateful-sloth,set1,10,227,243,175,175,5.967,False,p11,8553.0
grateful-sloth,set1,11,9,41,23,23,7.68,False,p11,8553.0
grateful-sloth,set1,12,22,222,244,22,6.065,False,p11,8553.0
grateful-sloth,set1,13,38,106,234,234,9.364,False,p11,8553.0
grateful-sloth,set1,14,32,35,71,32,5.233,False,p11,8553.0
grateful-sloth,set1,15,103,172,48,103,6.273,False,p11,8553.0
grateful-sloth,set1,16,183,51,71,183,3.737,False,p11,8553.0
grateful-sloth,set1,17,91,66,221,91,5.05,False,p11,8553.0
grateful-sloth,set1,18,239,124,40,239,3.979,False,p11,8553.0
grateful-sloth,set1,19,43,13,231,13,2.916,False,p11,8553.0
grateful-sloth,set1,20,44,222,51,222,6.837,False,p11,8553.0
grateful-sloth,set2,0,134,211,53,211,10.491,False,p11,8553.0
grateful-sloth,set2,1,58,248,125,248,6.675,False,p11,8553.0
grateful-sloth,set2,2,158,149,122,149,5.504,False,p11,8553.0
grateful-sloth,set2,3,137,137,136,136,2.685,False,p11,8553.0
grateful-sloth,set2,4,213,45,92,213,2.498,False,p11,8553.0
grateful-sloth,set2,5,34,238,39,39,6.411,False,p11,8553.0
grateful-sloth,set2,6,90,190,136,136,8.465,False,p11,8553.0
grateful-sloth,set2,7,5,125,213,213,5.806,False,p11,8553.0
grateful-sloth,set2,8,137,83,248,248,2.75,False,p11,8553.0
grateful-sloth,set2,9,21,115,159,159,4.511,False,p11,8553.0
grateful-sloth,set2,10,12,67,238,67,6.905,False,p11,8553.0
grateful-sloth,set2,11,123,142,75,123,8.787,False,p11,8553.0
grateful-sloth,set2,12,130,72,77,130,20.257,False,p11,8553.0
grateful-sloth,set2,13,29,3,25,29,7.088,False,p11,8553.0
grateful-sloth,set2,14,104,144,52,144,7.442,False,p11,8553.0
grateful-sloth,set2,15,39,143,234,234,3.143,False,p11,8553.0
grateful-sloth,set2,16,106,44,156,156,3.163,False,p11,8553.0
grateful-sloth,set2,17,95,50,208,208,3.638,False,p11,8553.0
grateful-sloth,set2,18,82,126,220,220,6.54,False,p11,8553.0
grateful-sloth,set2,19,221,47,148,148,5.894,False,p11,8553.0
grateful-sloth,set2,20,228,170,234,228,7.873,False,p11,8553.0
grateful-sloth,set3,0,7,122,189,189,3.375,False,p11,8553.0
grateful-sloth,set3,1,173,182,11,182,17.753,False,p11,8553.0
grateful-sloth,set3,2,138,145,19,138,3.254,False,p11,8553.0
grateful-sloth,set3,3,83,158,103,103,4.633,False,p11,8553.0
grateful-sloth,set3,4,192,233,111,192,5.969,False,p11,8553.0
grateful-sloth,set3,5,220,12,32,220,10.264,False,p11,8553.0
grateful-sloth,set3,6,194,158,181,181,2.686,False,p11,8553.0
grateful-sloth,set3,7,35,199,179,179,4.214,False,p11,8553.0
grateful-sloth,set3,8,38,176,89,89,4.366,False,p11,8553.0
grateful-sloth,set3,9,159,51,156,156,8.124,False,p11,8553.0
grateful-sloth,set3,10,217,154,84,84,6.192,False,p11,8553.0
grateful-sloth,set3,11,65,225,205,65,3.565,False,p11,8553.0
grateful-sloth,set3,12,6,108,125,125,4.083,False,p11,8553.0
grateful-sloth,set3,13,93,170,119,119,2.968,False,p11,8553.0
grateful-sloth,set3,14,65,65,214,214,2.539,False,p11,8553.0
grateful-sloth,set3,15,92,248,249,248,9.01,False,p11,8553.0
grateful-sloth,set3,16,142,35,85,142,6.412,False,p11,8553.0
grateful-sloth,set3,17,170,168,51,168,9.022,False,p11,8553.0
grateful-sloth,set3,18,51,121,245,51,5.198,False,p11,8553.0
grateful-sloth,set3,19,173,100,232,232,12.882,False,p11,8553.0
grateful-sloth,set3,20,149,193,214,214,3.689,False,p11,8553.0
grateful-sloth,set4,0,24,37,175,175,2.571,False,p11,8553.0
grateful-sloth,set4,1,34,180,76,76,5.87,False,p11,8553.0
grateful-sloth,set4,2,34,63,248,248,5.392,False,p11,8553.0
grateful-sloth,set4,3,227,24,156,24,72.897,False,p11,8553.0
grateful-sloth,set4,4,89,93,216,93,12.626,False,p11,8553.0
grateful-sloth,set4,5,224,149,197,149,2.602,False,p11,8553.0
grateful-sloth,set4,6,36,61,238,238,4.335,False,p11,8553.0
grateful-sloth,set4,7,170,165,84,84,3.89,False,p11,8553.0
grateful-sloth,set4,8,162,16,22,16,4.919,False,p11,8553.0
grateful-sloth,set4,9,30,59,83,59,2.615,False,p11,8553.0
grateful-sloth,set4,10,111,185,82,111,3.634,False,p11,8553.0
grateful-sloth,set4,11,50,223,166,223,4.837,False,p11,8553.0
grateful-sloth,set4,12,139,111,136,136,5.131,False,p11,8553.0
grateful-sloth,set4,13,61,109,19,19,5.135,False,p11,8553.0
grateful-sloth,set4,14,185,146,78,78,4.586,False,p11,8553.0
grateful-sloth,set4,15,207,41,57,57,5.949,False,p11,8553.0
grateful-sloth,set4,16,242,51,161,51,5.486,False,p11,8553.0
grateful-sloth,set4,17,245,239,90,239,2.536,False,p11,8553.0
grateful-sloth,set4,18,71,132,102,71,5.436,False,p11,8553.0
grateful-sloth,set4,19,36,36,22,22,2.647,False,p11,8553.0
grateful-sloth,set4,20,204,21,72,72,3.57,False,p11,8553.0
grateful-sloth,set5,0,155,122,119,122,8.398,False,p11,8553.0
grateful-sloth,set5,1,226,149,173,149,5.582,False,p11,8553.0
grateful-sloth,set5,2,122,134,38,134,4.004,False,p11,8553.0
grateful-sloth,set5,3,163,74,241,163,14.186,False,p11,8553.0
grateful-sloth,set5,4,3,120,230,230,4.037,False,p11,8553.0
grateful-sloth,set5,5,134,128,229,134,3.608,False,p11,8553.0
grateful-sloth,set5,6,57,144,217,217,5.136,False,p11,8553.0
grateful-sloth,set5,7,16,147,205,205,7.837,False,p11,8553.0
grateful-sloth,set5,8,50,80,124,50,9.86,False,p11,8553.0
grateful-sloth,set5,9,15,11,149,15,6.161,False,p11,8553.0
grateful-sloth,set5,10,4,239,37,4,5.665,False,p11,8553.0
grateful-sloth,set5,11,49,141,13,13,4.496,False,p11,8553.0
grateful-sloth,set5,12,110,210,158,158,3.465,False,p11,8553.0
grateful-sloth,set5,13,201,16,158,201,4.444,False,p11,8553.0
grateful-sloth,set5,14,76,20,229,76,5.304,False,p11,8553.0
grateful-sloth,set5,15,119,240,50,50,3.324,False,p11,8553.0
grateful-sloth,set5,16,232,221,163,232,8.241,False,p11,8553.0
grateful-sloth,set5,17,205,238,172,238,9.141,False,p11,8553.0
grateful-sloth,set5,18,3,3,241,241,3.512,False,p11,8553.0
grateful-sloth,set5,19,88,7,12,88,8.964,False,p11,8553.0
grateful-sloth,set5,20,64,45,245,64,9.501,False,p11,8553.0
grateful-sloth,set6,0,219,219,112,112,4.699,False,p11,8553.0
grateful-sloth,set6,1,127,49,7,127,4.586,False,p11,8553.0
grateful-sloth,set6,2,209,210,127,210,5.056,False,p11,8553.0
grateful-sloth,set6,3,131,156,14,131,9.745,False,p11,8553.0
grateful-sloth,set6,4,175,159,23,175,3.606,False,p11,8553.0
grateful-sloth,set6,5,145,110,36,110,10.807,False,p11,8553.0
grateful-sloth,set6,6,93,4,21,4,73.147,False,p11,8553.0
grateful-sloth,set6,7,93,116,112,112,3.747,False,p11,8553.0
grateful-sloth,set6,8,0,18,33,33,5.656,False,p11,8553.0
grateful-sloth,set6,9,229,41,124,124,4.935,False,p11,8553.0
grateful-sloth,set6,10,131,219,37,131,4.637,False,p11,8553.0
grateful-sloth,set6,11,103,144,198,144,3.932,False,p11,8553.0
grateful-sloth,set6,12,200,222,229,200,3.606,False,p11,8553.0
grateful-sloth,set6,13,129,19,149,149,4.294,False,p11,8553.0
grateful-sloth,set6,14,158,69,131,69,10.479,False,p11,8553.0
grateful-sloth,set6,15,205,162,231,231,6.387,False,p11,8553.0
grateful-sloth,set6,16,82,39,171,39,8.112,False,p11,8553.0
grateful-sloth,set6,17,172,210,222,210,3.445,False,p11,8553.0
grateful-sloth,set6,18,122,214,139,139,3.936,False,p11,8553.0
grateful-sloth,set6,19,214,48,153,214,5.104,False,p11,8553.0
grateful-sloth,set6,20,219,183,197,219,3.706,False,p11,8553.0
grateful-sloth,set7,0,95,39,180,95,6.543,False,p11,8553.0
grateful-sloth,set7,1,38,79,37,38,7.848,False,p11,8553.0
grateful-sloth,set7,2,198,22,112,198,6.971,False,p11,8553.0
grateful-sloth,set7,3,3,54,193,3,56.375,False,p11,8553.0
grateful-sloth,set7,4,15,174,76,15,3.599,False,p11,8553.0
grateful-sloth,set7,5,231,15,134,15,3.961,False,p11,8553.0
grateful-sloth,set7,6,20,133,96,20,4.02,False,p11,8553.0
grateful-sloth,set7,7,227,5,108,5,5.714,False,p11,8553.0
grateful-sloth,set7,8,242,115,163,115,6.234,False,p11,8553.0
grateful-sloth,set7,9,163,174,76,163,6.914,False,p11,8553.0
grateful-sloth,set7,10,169,210,78,78,3.236,False,p11,8553.0
grateful-sloth,set7,11,228,7,229,228,10.724,False,p11,8553.0
grateful-sloth,set7,12,54,106,111,111,4.315,False,p11,8553.0
grateful-sloth,set7,13,79,155,120,155,3.905,False,p11,8553.0
grateful-sloth,set7,14,177,144,191,144,4.407,False,p11,8553.0
grateful-sloth,set7,15,228,228,204,204,3.812,False,p11,8553.0
grateful-sloth,set7,16,1,220,177,220,2.896,False,p11,8553.0
grateful-sloth,set7,17,30,15,227,30,2.534,False,p11,8553.0
grateful-sloth,set7,18,179,216,204,204,3.528,False,p11,8553.0
grateful-sloth,set7,19,147,16,230,230,3.544,False,p11,8553.0
grateful-sloth,set7,20,227,136,39,136,4.566,False,p11,8553.0
grateful-sloth,set8,0,227,26,244,26,7.738,False,p11,8553.0
grateful-sloth,set8,1,18,88,221,88,2.626,False,p11,8553.0
grateful-sloth,set8,2,60,209,203,60,5.819,False,p11,8553.0
grateful-sloth,set8,3,228,130,74,74,4.566,False,p11,8553.0
grateful-sloth,set8,4,113,197,194,197,2.793,False,p11,8553.0
grateful-sloth,set8,5,61,37,43,43,32.111,False,p11,8553.0
grateful-sloth,set8,6,180,61,54,61,18.408,False,p11,8553.0
grateful-sloth,set8,7,239,149,3,239,10.898,False,p11,8553.0
grateful-sloth,set8,8,240,137,57,137,10.665,False,p11,8553.0
grateful-sloth,set8,9,52,25,167,25,10.102,False,p11,8553.0
grateful-sloth,set8,10,44,130,49,49,3.711,False,p11,8553.0
grateful-sloth,set8,11,42,177,100,177,4.909,False,p11,8553.0
grateful-sloth,set8,12,115,77,127,115,2.96,False,p11,8553.0
grateful-sloth,set8,13,119,119,199,199,2.833,False,p11,8553.0
grateful-sloth,set8,14,223,9,8,223,2.864,False,p11,8553.0
grateful-sloth,set8,15,160,176,235,235,4.011,False,p11,8553.0
grateful-sloth,set8,16,113,246,175,175,7.631,False,p11,8553.0
grateful-sloth,set8,17,119,125,199,125,5.72,False,p11,8553.0
grateful-sloth,set8,18,13,96,72,13,5.242,False,p11,8553.0
grateful-sloth,set8,19,122,242,224,224,6.997,False,p11,8553.0
grateful-sloth,set8,20,56,146,39,56,3.735,False,p11,8553.0
grateful-sloth,set9,0,205,70,203,70,50.967,False,p11,8553.0
grateful-sloth,set9,1,21,233,185,21,4.171,False,p11,8553.0
grateful-sloth,set9,2,176,5,36,5,4.366,False,p11,8553.0
grateful-sloth,set9,3,159,141,177,141,4.481,False,p11,8553.0
grateful-sloth,set9,4,54,249,145,145,7.682,False,p11,8553.0
grateful-sloth,set9,5,247,180,156,156,4.216,False,p11,8553.0
grateful-sloth,set9,6,146,154,24,154,4.191,False,p11,8553.0
grateful-sloth,set9,7,189,86,114,86,8.879,False,p11,8553.0
grateful-sloth,set9,8,249,227,86,227,7.744,False,p11,8553.0
grateful-sloth,set9,9,120,236,241,120,5.554,False,p11,8553.0
grateful-sloth,set9,10,76,189,128,76,5.132,False,p11,8553.0
grateful-sloth,set9,11,161,101,114,101,9.008,False,p11,8553.0
grateful-sloth,set9,12,248,194,98,248,6.522,False,p11,8553.0
grateful-sloth,set9,13,67,42,138,42,5.718,False,p11,8553.0
grateful-sloth,set9,14,184,88,75,88,2.967,False,p11,8553.0
grateful-sloth,set9,15,238,213,103,213,5.741,False,p11,8553.0
grateful-sloth,set9,16,67,67,241,241,2.455,False,p11,8553.0
grateful-sloth,set9,17,108,49,203,108,3.45,False,p11,8553.0
grateful-sloth,set9,18,62,241,88,62,3.203,False,p11,8553.0
grateful-sloth,set9,19,126,163,202,126,5.636,False,p11,8553.0
grateful-sloth,set9,20,132,171,221,221,3.195,False,p11,8553.0
grateful-sloth,set10,0,51,130,201,201,5.041,False,p11,8553.0
grateful-sloth,set10,1,234,35,202,202,6.104,False,p11,8553.0
grateful-sloth,set10,2,13,73,126,13,5.292,False,p11,8553.0
grateful-sloth,set10,3,123,123,95,95,2.402,False,p11,8553.0
grateful-sloth,set10,4,99,137,234,137,19.833,False,p11,8553.0
grateful-sloth,set10,5,75,209,95,95,3.436,False,p11,8553.0
grateful-sloth,set10,6,102,185,171,102,5.595,False,p11,8553.0
grateful-sloth,set10,7,101,198,11,198,4.617,False,p11,8553.0
grateful-sloth,set10,8,142,117,71,142,4.408,False,p11,8553.0
grateful-sloth,set10,9,191,125,109,191,6.185,False,p11,8553.0
grateful-sloth,set10,10,207,157,230,207,5.91,False,p11,8553.0
grateful-sloth,set10,11,95,0,136,95,4.497,False,p11,8553.0
grateful-sloth,set10,12,56,89,3,89,5.926,False,p11,8553.0
grateful-sloth,set10,13,221,228,123,221,5.9,False,p11,8553.0
grateful-sloth,set10,14,86,70,217,70,7.071,False,p11,8553.0
grateful-sloth,set10,15,153,175,181,175,2.984,False,p11,8553.0
grateful-sloth,set10,16,171,232,156,156,3.72,False,p11,8553.0
grateful-sloth,set10,17,123,70,124,124,2.476,False,p11,8553.0
grateful-sloth,set10,18,121,219,215,219,2.404,False,p11,8553.0
grateful-sloth,set10,19,120,69,142,142,4.424,False,p11,8553.0
grateful-sloth,set10,20,183,226,24,24,4.013,False,p11,8553.0
grateful-sloth,set11,0,73,57,159,73,3.301,False,p11,8553.0
grateful-sloth,set11,1,212,180,111,111,3.971,False,p11,8553.0
grateful-sloth,set11,2,138,52,216,216,6.705,False,p11,8553.0
grateful-sloth,set11,3,109,144,220,220,5.214,False,p11,8553.0
grateful-sloth,set11,4,116,188,214,188,4.797,False,p11,8553.0
grateful-sloth,set11,5,47,47,71,71,2.355,False,p11,8553.0
grateful-sloth,set11,6,67,27,167,27,8.684,False,p11,8553.0
grateful-sloth,set11,7,6,45,12,6,4.696,False,p11,8553.0
grateful-sloth,set11,8,78,200,213,200,3.035,False,p11,8553.0
grateful-sloth,set11,9,220,182,222,222,7.494,False,p11,8553.0
grateful-sloth,set11,10,159,118,136,136,2.41,False,p11,8553.0
grateful-sloth,set11,11,93,229,32,32,4.207,False,p11,8553.0
grateful-sloth,set11,12,47,108,115,108,5.42,False,p11,8553.0
grateful-sloth,set11,13,104,17,170,170,4.447,False,p11,8553.0
grateful-sloth,set11,14,58,105,30,30,6.001,False,p11,8553.0
grateful-sloth,set11,15,232,82,93,82,5.73,False,p11,8553.0
grateful-sloth,set11,16,27,174,71,27,4.488,False,p11,8553.0
grateful-sloth,set11,17,165,111,99,99,3.212,False,p11,8553.0
grateful-sloth,set11,18,216,190,168,216,5.618,False,p11,8553.0
grateful-sloth,set11,19,51,140,106,106,6.687,False,p11,8553.0
grateful-sloth,set11,20,153,122,31,31,10.244,False,p11,8553.0
irresistible-jaguar,set1,0,179,82,170,170,21.014,False,p12,9890.0
irresistible-jaguar,set1,1,24,11,116,11,22.973,False,p12,9890.0
irresistible-jaguar,set1,2,76,238,25,25,12.859,False,p12,9890.0
irresistible-jaguar,set1,3,139,228,30,30,9.492,False,p12,9890.0
irresistible-jaguar,set1,4,234,26,14,234,9.615,False,p12,9890.0
irresistible-jaguar,set1,5,21,237,207,207,5.631,False,p12,9890.0
irresistible-jaguar,set1,6,248,91,120,248,7.323,False,p12,9890.0
irresistible-jaguar,set1,7,188,104,192,192,10.742,False,p12,9890.0
irresistible-jaguar,set1,8,148,212,35,148,21.748,False,p12,9890.0
irresistible-jaguar,set1,9,233,243,230,233,12.648,False,p12,9890.0
irresistible-jaguar,set1,10,247,152,145,152,65.684,False,p12,9890.0
irresistible-jaguar,set1,11,105,72,84,105,14.433,False,p12,9890.0
irresistible-jaguar,set1,12,94,81,58,94,3.771,False,p12,9890.0
irresistible-jaguar,set1,13,52,121,207,121,9.525,False,p12,9890.0
irresistible-jaguar,set1,14,249,98,178,98,12.717,False,p12,9890.0
irresistible-jaguar,set1,15,44,44,112,112,5.45,False,p12,9890.0
irresistible-jaguar,set1,16,157,163,9,9,8.034,False,p12,9890.0
irresistible-jaguar,set1,17,123,136,74,123,11.582,False,p12,9890.0
irresistible-jaguar,set1,18,110,98,224,110,7.89,False,p12,9890.0
irresistible-jaguar,set1,19,44,87,82,87,5.575,False,p12,9890.0
irresistible-jaguar,set1,20,113,33,112,33,5.305,False,p12,9890.0
irresistible-jaguar,set2,0,114,203,145,203,7.132,False,p12,9890.0
irresistible-jaguar,set2,1,75,242,103,242,13.098,False,p12,9890.0
irresistible-jaguar,set2,2,52,52,85,85,3.074,False,p12,9890.0
irresistible-jaguar,set2,3,72,206,210,210,4.026,False,p12,9890.0
irresistible-jaguar,set2,4,155,113,2,113,8.89,False,p12,9890.0
irresistible-jaguar,set2,5,53,213,149,149,4.467,False,p12,9890.0
irresistible-jaguar,set2,6,211,235,42,235,11.766,False,p12,9890.0
irresistible-jaguar,set2,7,91,216,38,38,3.763,False,p12,9890.0
irresistible-jaguar,set2,8,163,118,186,163,6.467,False,p12,9890.0
irresistible-jaguar,set2,9,212,164,37,37,7.107,False,p12,9890.0
irresistible-jaguar,set2,10,83,209,12,12,4.531,False,p12,9890.0
irresistible-jaguar,set2,11,248,245,85,245,5.368,False,p12,9890.0
irresistible-jaguar,set2,12,22,46,50,50,5.229,False,p12,9890.0
irresistible-jaguar,set2,13,66,36,105,66,5.441,False,p12,9890.0
